,article_id,sentence_no,sentence_length,average_word_length,max_word_length
212,111111132,61,12,3.8095238095238093,7
213,111111132,62,13,3.8095238095238093,7
214,111111132,63,17,3.8095238095238093,7
215,111111132,64,6,3.8095238095238093,7
216,111111132,65,1,3.8095238095238093,7
217,111111132,66,0,3.8095238095238093,7
218,111111132,67,11,3.8095238095238093,7
219,111111132,68,22,3.8095238095238093,7
220,111111132,69,27,3.8095238095238093,7
221,111111132,70,0,3.8095238095238093,7
222,111111132,71,0,3.8095238095238093,7
223,111111132,72,19,3.8095238095238093,7
224,111111132,73,0,3.8095238095238093,7
225,111111132,74,34,3.8095238095238093,7
226,111111132,75,33,3.8095238095238093,7
227,111111132,76,13,3.8095238095238093,7
228,111111132,77,21,3.8095238095238093,7
229,111111132,78,0,3.8095238095238093,7
230,111111132,79,0,3.8095238095238093,7
231,111111134,1,16,4.806451612903226,10
232,111111134,2,33,4.806451612903226,10
233,111111134,3,0,4.806451612903226,10
234,111111134,4,15,4.806451612903226,10
235,111111134,5,45,4.806451612903226,10
236,111111134,6,0,4.806451612903226,10
237,111111134,7,17,4.806451612903226,10
238,111111134,8,14,4.806451612903226,10
239,111111134,9,15,4.806451612903226,10
240,111111134,10,45,4.806451612903226,10
241,111111134,11,36,4.806451612903226,10
242,111111134,12,28,4.806451612903226,10
243,111111134,13,11,4.806451612903226,10
244,111111134,14,31,4.806451612903226,10
245,111111134,15,0,4.806451612903226,10
246,111111134,16,0,4.806451612903226,10
247,111111134,17,0,4.806451612903226,10
248,111111137,1,9,4.375,10
249,111111137,2,24,4.375,10
250,111111137,3,33,4.375,10
251,111111137,4,16,4.375,10
252,111111137,5,19,4.375,10
253,111111137,6,33,4.375,10
254,111111137,7,26,4.375,10
255,111111137,8,7,4.375,10
256,111111137,9,0,4.375,10
257,111111137,10,16,4.375,10
258,111111137,11,18,4.375,10
259,111111137,12,32,4.375,10
260,111111137,13,32,4.375,10
261,111111137,14,0,4.375,10
262,111111137,15,19,4.375,10
263,111111137,16,30,4.375,10
264,111111137,17,29,4.375,10
265,111111137,18,0,4.375,10
266,111111137,19,0,4.375,10
267,111111137,20,0,4.375,10
268,111111137,21,0,4.375,10
269,111111137,22,25,4.375,10
270,111111137,23,13,4.375,10
271,111111137,24,29,4.375,10
272,111111137,25,16,4.375,10
273,111111137,26,0,4.375,10
274,694327499,1,2,5.0,13
275,694327499,2,6,5.0,13
276,694327499,3,55,5.0,13
277,694327499,4,57,5.0,13
278,694327499,5,0,5.0,13
279,694327499,6,17,5.0,13
280,694327499,7,5,5.0,13
281,694327499,8,5,5.0,13
282,694327499,9,9,5.0,13
283,694327499,10,6,5.0,13
284,694327499,11,42,5.0,13
285,694327499,12,0,5.0,13
286,694327499,13,44,5.0,13
287,694327499,14,0,5.0,13
288,694327499,15,19,5.0,13
289,694327499,16,30,5.0,13
290,694327499,17,60,5.0,13
291,694327499,18,2,5.0,13
292,694327499,19,1,5.0,13
293,694327499,20,43,5.0,13
294,694327499,21,0,5.0,13
295,694327499,22,44,5.0,13
296,694327499,23,0,5.0,13
297,694327499,24,75,5.0,13
298,694327499,25,29,5.0,13
299,694327499,26,4,5.0,13
300,694327499,27,25,5.0,13
301,694327499,28,4,5.0,13
302,694327499,29,0,5.0,13
303,694327499,30,129,5.0,13
304,694327499,31,112,5.0,13
305,694327499,32,27,5.0,13
306,694327499,33,45,5.0,13
307,694327499,34,0,5.0,13
308,694327499,35,18,5.0,13
309,694327499,36,19,5.0,13
310,694327499,37,38,5.0,13
311,694327499,38,26,5.0,13
312,694327499,39,61,5.0,13
313,694327499,40,26,5.0,13
314,694327499,41,0,5.0,13
315,694327499,42,47,5.0,13
316,694327499,43,0,5.0,13
317,694327499,44,13,5.0,13
318,694327499,45,39,5.0,13
319,694811415,1,23,3.7142857142857144,6
320,694811415,2,11,3.7142857142857144,6
321,694811415,3,28,3.7142857142857144,6
322,694811415,4,34,3.7142857142857144,6
323,694811415,5,41,3.7142857142857144,6
324,694811415,6,20,3.7142857142857144,6
325,694811415,7,26,3.7142857142857144,6
326,694811415,8,5,3.7142857142857144,6
327,694811415,9,4,3.7142857142857144,6
328,694811415,10,3,3.7142857142857144,6
329,694811415,11,14,3.7142857142857144,6
330,695108099,1,11,3.7142857142857144,6
331,695108099,2,11,3.7142857142857144,6
332,695108099,3,26,3.7142857142857144,6
333,695108099,4,36,3.7142857142857144,6
334,695108099,5,24,3.7142857142857144,6
335,695108099,6,31,3.7142857142857144,6
336,695108099,7,15,3.7142857142857144,6
337,695108099,8,11,3.7142857142857144,6
338,695108099,9,4,3.7142857142857144,6
339,695108099,10,3,3.7142857142857144,6
340,695108099,11,14,3.7142857142857144,6
341,695833178,1,21,4.531914893617022,10
342,695833178,2,36,4.531914893617022,10
343,695833178,3,57,4.531914893617022,10
344,695833178,4,26,4.531914893617022,10
345,695833178,5,25,4.531914893617022,10
346,695833178,6,33,4.531914893617022,10
347,695833178,7,11,4.531914893617022,10
348,695833178,8,20,4.531914893617022,10
349,695833178,9,22,4.531914893617022,10
350,695833178,10,24,4.531914893617022,10
351,695833178,11,5,4.531914893617022,10
352,695833178,12,47,4.531914893617022,10
353,696246189,1,10,3.875,9
354,696246189,2,33,3.875,9
355,696246189,3,27,3.875,9
356,696246189,4,38,3.875,9
357,696246189,5,5,3.875,9
358,696246189,6,7,3.875,9
359,696246189,7,9,3.875,9
360,696246189,8,10,3.875,9
361,696246189,9,12,3.875,9
362,696246189,10,42,3.875,9
363,696246189,11,25,3.875,9
364,696246189,12,26,3.875,9
365,696246189,13,20,3.875,9
366,696246189,14,11,3.875,9
367,696246189,15,6,3.875,9
368,696246189,16,20,3.875,9
369,696246189,17,32,3.875,9
370,696246189,18,0,3.875,9
371,696264594,1,9,4.342105263157895,11
372,696264594,2,27,4.342105263157895,11
373,696264594,3,40,4.342105263157895,11
374,696264594,4,21,4.342105263157895,11
375,696264594,5,15,4.342105263157895,11
376,696264594,6,47,4.342105263157895,11
377,696264594,7,77,4.342105263157895,11
378,696264594,8,28,4.342105263157895,11
379,696264594,9,36,4.342105263157895,11
380,696264594,10,24,4.342105263157895,11
381,696264594,11,11,4.342105263157895,11
382,696264594,12,49,4.342105263157895,11
383,696264594,13,24,4.342105263157895,11
384,696264594,14,12,4.342105263157895,11
385,696264594,15,11,4.342105263157895,11
386,696264594,16,11,4.342105263157895,11
387,696264594,17,21,4.342105263157895,11
388,696264594,18,13,4.342105263157895,11
389,696264594,19,13,4.342105263157895,11
390,696264594,20,17,4.342105263157895,11
391,696264594,21,11,4.342105263157895,11
392,696264594,22,16,4.342105263157895,11
393,696264594,23,11,4.342105263157895,11
394,696264594,24,7,4.342105263157895,11
395,696264594,25,31,4.342105263157895,11
396,696264594,26,23,4.342105263157895,11
397,696264594,27,35,4.342105263157895,11
398,696264594,28,8,4.342105263157895,11
399,696264594,29,28,4.342105263157895,11
400,696264594,30,22,4.342105263157895,11
401,696264594,31,21,4.342105263157895,11
402,696264594,32,14,4.342105263157895,11
403,696264594,33,26,4.342105263157895,11
404,696264594,34,17,4.342105263157895,11
405,696264594,35,7,4.342105263157895,11
406,696264594,36,6,4.342105263157895,11
407,696264594,37,41,4.342105263157895,11
408,696264594,38,20,4.342105263157895,11
409,696264594,39,15,4.342105263157895,11
410,696264594,40,11,4.342105263157895,11
411,696264594,41,14,4.342105263157895,11
412,696264594,42,18,4.342105263157895,11
413,696264594,43,44,4.342105263157895,11
414,696264594,44,38,4.342105263157895,11
415,696694316,1,17,4.666666666666667,10
416,696694316,2,43,4.666666666666667,10
417,696694316,3,18,4.666666666666667,10
418,696694316,4,32,4.666666666666667,10
419,696694316,5,0,4.666666666666667,10
420,696694316,6,65,4.666666666666667,10
421,696694316,7,22,4.666666666666667,10
422,696694316,8,28,4.666666666666667,10
423,696694316,9,26,4.666666666666667,10
424,696694316,10,40,4.666666666666667,10
425,696694316,11,0,4.666666666666667,10
426,696694316,12,15,4.666666666666667,10
427,696694316,13,0,4.666666666666667,10
428,696694316,14,19,4.666666666666667,10
429,696694316,15,25,4.666666666666667,10
430,696694316,16,30,4.666666666666667,10
431,696694316,17,48,4.666666666666667,10
432,696694316,18,20,4.666666666666667,10
433,696694316,19,25,4.666666666666667,10
434,696694316,20,46,4.666666666666667,10
435,696694316,21,15,4.666666666666667,10
436,696694316,22,0,4.666666666666667,10
437,696694316,23,24,4.666666666666667,10
438,696694316,24,17,4.666666666666667,10
439,696694316,25,45,4.666666666666667,10
440,696694316,26,0,4.666666666666667,10
441,696694316,27,15,4.666666666666667,10
442,696694316,28,37,4.666666666666667,10
443,696694316,29,29,4.666666666666667,10
444,696694316,30,45,4.666666666666667,10
445,696694316,31,60,4.666666666666667,10
446,696694316,32,98,4.666666666666667,10
447,696694316,33,0,4.666666666666667,10
448,696694316,34,3,4.666666666666667,10
449,696694316,35,13,4.666666666666667,10
450,696694316,36,29,4.666666666666667,10
451,696694316,37,0,4.666666666666667,10
452,696694316,38,21,4.666666666666667,10
453,696694316,39,19,4.666666666666667,10
454,696694316,40,28,4.666666666666667,10
455,696694316,41,19,4.666666666666667,10
456,696694316,42,25,4.666666666666667,10
457,696694316,43,58,4.666666666666667,10
458,696694316,44,11,4.666666666666667,10
459,696694316,45,30,4.666666666666667,10
460,696694316,46,52,4.666666666666667,10
461,696694316,47,10,4.666666666666667,10
462,696694316,48,47,4.666666666666667,10
463,696694316,49,0,4.666666666666667,10
464,696694316,50,7,4.666666666666667,10
465,696694316,51,33,4.666666666666667,10
466,696694316,52,23,4.666666666666667,10
467,696694316,53,30,4.666666666666667,10
468,696694316,54,15,4.666666666666667,10
469,696694316,55,20,4.666666666666667,10
470,696694316,56,0,4.666666666666667,10
471,696694316,57,12,4.666666666666667,10
472,696735702,1,23,3.625,12
473,696735702,2,28,3.625,12
474,696735702,3,29,3.625,12
475,696735702,4,27,3.625,12
476,696735702,5,30,3.625,12
477,696735702,6,37,3.625,12
478,696735702,7,26,3.625,12
479,696735702,8,33,3.625,12
480,696735702,9,19,3.625,12
481,696735702,10,8,3.625,12
482,696735702,11,27,3.625,12
483,696735702,12,15,3.625,12
484,696735702,13,15,3.625,12
485,696735702,14,8,3.625,12
486,696735702,15,0,3.625,12
487,697063039,1,12,4.1875,8
488,697063039,2,14,4.1875,8
489,697063039,3,33,4.1875,8
490,697063039,4,13,4.1875,8
491,697063039,5,26,4.1875,8
492,697063039,6,45,4.1875,8
493,697063039,7,21,4.1875,8
494,697063039,8,19,4.1875,8
495,697063039,9,16,4.1875,8
496,697063039,10,0,4.1875,8
497,697444415,1,24,3.6341463414634148,10
498,697444415,2,53,3.6341463414634148,10
499,697444415,3,42,3.6341463414634148,10
500,697444415,4,32,3.6341463414634148,10
501,697444415,5,21,3.6341463414634148,10
502,697444415,6,24,3.6341463414634148,10
503,697444415,7,44,3.6341463414634148,10
504,697444415,8,24,3.6341463414634148,10
505,697444415,9,17,3.6341463414634148,10
506,697444415,10,41,3.6341463414634148,10
507,697444415,11,0,3.6341463414634148,10
508,697454736,1,9,5.0701754385964914,15
509,697454736,2,28,5.0701754385964914,15
510,697454736,3,0,5.0701754385964914,15
511,697454736,4,0,5.0701754385964914,15
512,697454736,5,0,5.0701754385964914,15
513,697454736,6,22,5.0701754385964914,15
514,697454736,7,11,5.0701754385964914,15
515,697454736,8,25,5.0701754385964914,15
516,697454736,9,4,5.0701754385964914,15
517,697454736,10,132,5.0701754385964914,15
518,697454736,11,69,5.0701754385964914,15
519,697454736,12,0,5.0701754385964914,15
520,697454736,13,10,5.0701754385964914,15
521,697454736,14,22,5.0701754385964914,15
522,697454736,15,7,5.0701754385964914,15
523,697454736,16,49,5.0701754385964914,15
524,697454736,17,36,5.0701754385964914,15
525,697454736,18,5,5.0701754385964914,15
526,697454736,19,16,5.0701754385964914,15
527,697454736,20,11,5.0701754385964914,15
528,697454736,21,47,5.0701754385964914,15
529,697454736,22,28,5.0701754385964914,15
530,697454736,23,9,5.0701754385964914,15
531,697454736,24,17,5.0701754385964914,15
532,697454736,25,14,5.0701754385964914,15
533,697454736,26,43,5.0701754385964914,15
534,697454736,27,11,5.0701754385964914,15
535,697454736,28,48,5.0701754385964914,15
536,697454736,29,24,5.0701754385964914,15
537,697454736,30,32,5.0701754385964914,15
538,697454736,31,59,5.0701754385964914,15
539,697454736,32,70,5.0701754385964914,15
540,697454736,33,20,5.0701754385964914,15
541,697454736,34,0,5.0701754385964914,15
542,697454736,35,0,5.0701754385964914,15
543,697454736,36,21,5.0701754385964914,15
544,697454736,37,0,5.0701754385964914,15
545,697454736,38,0,5.0701754385964914,15
546,697454736,39,0,5.0701754385964914,15
547,697454736,40,0,5.0701754385964914,15
548,697454736,41,0,5.0701754385964914,15
549,697454736,42,0,5.0701754385964914,15
550,697454736,43,0,5.0701754385964914,15
551,697454736,44,9,5.0701754385964914,15
552,697454736,45,0,5.0701754385964914,15
553,697454736,46,40,5.0701754385964914,15
554,697454736,47,15,5.0701754385964914,15
555,697454736,48,28,5.0701754385964914,15
556,697454736,49,31,5.0701754385964914,15
557,697454736,50,28,5.0701754385964914,15
558,697454736,51,17,5.0701754385964914,15
559,697454736,52,23,5.0701754385964914,15
560,697454736,53,23,5.0701754385964914,15
561,697454736,54,27,5.0701754385964914,15
562,697454736,55,29,5.0701754385964914,15
563,697454736,56,11,5.0701754385964914,15
564,697454736,57,0,5.0701754385964914,15
565,697454736,58,0,5.0701754385964914,15
566,697454736,59,0,5.0701754385964914,15
567,697454736,60,32,5.0701754385964914,15
568,697454736,61,13,5.0701754385964914,15
569,697454736,62,57,5.0701754385964914,15
570,697454736,63,0,5.0701754385964914,15
571,697454736,64,0,5.0701754385964914,15
572,697454736,65,0,5.0701754385964914,15
573,697472447,1,15,6.5,10
574,697472447,2,32,6.5,10
575,697472447,3,6,6.5,10
576,697472447,4,18,6.5,10
577,697472447,5,31,6.5,10
578,697472447,6,28,6.5,10
579,697472447,7,5,6.5,10
580,697472447,8,11,6.5,10
581,697472447,9,38,6.5,10
582,697472447,10,16,6.5,10
583,697472447,11,35,6.5,10
584,697472447,12,7,6.5,10
585,697472447,13,23,6.5,10
586,697472447,14,11,6.5,10
587,697472447,15,32,6.5,10
588,697472447,16,27,6.5,10
589,697472447,17,6,6.5,10
590,697959084,1,17,4.066666666666666,9
591,697959084,2,67,4.066666666666666,9
592,697959084,3,28,4.066666666666666,9
593,697959084,4,15,4.066666666666666,9
594,697959084,5,31,4.066666666666666,9
595,697959084,6,23,4.066666666666666,9
596,697959084,7,24,4.066666666666666,9
597,697959084,8,21,4.066666666666666,9
598,697959084,9,56,4.066666666666666,9
599,697959084,10,20,4.066666666666666,9
600,697959084,11,15,4.066666666666666,9
601,697996062,1,6,4.875,9
602,697996062,2,15,4.875,9
603,697996062,3,11,4.875,9
604,697996062,4,13,4.875,9
605,697996062,5,6,4.875,9
606,697996062,6,26,4.875,9
607,697996062,7,8,4.875,9
608,697996062,8,0,4.875,9
609,698018235,1,18,4.037037037037037,11
610,698018235,2,15,4.037037037037037,11
611,698018235,3,25,4.037037037037037,11
612,698018235,4,14,4.037037037037037,11
613,698018235,5,52,4.037037037037037,11
614,698018235,6,8,4.037037037037037,11
615,698018235,7,14,4.037037037037037,11
616,698018235,8,8,4.037037037037037,11
617,698018235,9,11,4.037037037037037,11
618,698018235,10,17,4.037037037037037,11
619,698018235,11,45,4.037037037037037,11
620,698018235,12,14,4.037037037037037,11
621,698018235,13,50,4.037037037037037,11
622,698018235,14,29,4.037037037037037,11
623,698018235,15,25,4.037037037037037,11
624,698018235,16,6,4.037037037037037,11
625,698018235,17,10,4.037037037037037,11
626,698018235,18,27,4.037037037037037,11
627,698018235,19,0,4.037037037037037,11
628,698092698,1,8,6.142857142857143,10
629,698092698,2,23,6.142857142857143,10
630,698092698,3,11,6.142857142857143,10
631,698092698,4,39,6.142857142857143,10
632,698092698,5,5,6.142857142857143,10
633,698092698,6,14,6.142857142857143,10
634,698092698,7,19,6.142857142857143,10
635,698092698,8,0,6.142857142857143,10
636,698092698,9,27,6.142857142857143,10
637,698092698,10,32,6.142857142857143,10
638,698092698,11,5,6.142857142857143,10
639,698092698,12,36,6.142857142857143,10
640,698092698,13,5,6.142857142857143,10
641,698092698,14,10,6.142857142857143,10
642,698092698,15,3,6.142857142857143,10
643,698092698,16,37,6.142857142857143,10
644,698092698,17,36,6.142857142857143,10
645,698092698,18,28,6.142857142857143,10
646,698092698,19,69,6.142857142857143,10
647,698092698,20,22,6.142857142857143,10
648,698092698,21,4,6.142857142857143,10
649,698092698,22,18,6.142857142857143,10
650,698092698,23,24,6.142857142857143,10
651,698092698,24,63,6.142857142857143,10
652,698092698,25,7,6.142857142857143,10
653,698780559,1,15,5.0,11
654,698780559,2,11,5.0,11
655,698780559,3,25,5.0,11
656,698780559,4,29,5.0,11
657,698780559,5,22,5.0,11
658,698780559,6,19,5.0,11
659,698780559,7,44,5.0,11
660,698780559,8,19,5.0,11
661,698780559,9,10,5.0,11
662,698780559,10,26,5.0,11
663,698780559,11,0,5.0,11
664,700551604,1,11,4.333333333333333,10
665,700551604,2,10,4.333333333333333,10
666,700551604,3,11,4.333333333333333,10
667,700551604,4,33,4.333333333333333,10
668,700551604,5,6,4.333333333333333,10
669,700551604,6,6,4.333333333333333,10
670,700551604,7,26,4.333333333333333,10
671,700551604,8,14,4.333333333333333,10
672,700551604,9,30,4.333333333333333,10
673,700551604,10,31,4.333333333333333,10
674,700551604,11,14,4.333333333333333,10
675,700551604,12,12,4.333333333333333,10
676,700551604,13,25,4.333333333333333,10
677,700551604,14,45,4.333333333333333,10
678,700551604,15,20,4.333333333333333,10
679,700551604,16,2,4.333333333333333,10
680,700551604,17,21,4.333333333333333,10
681,700551604,18,19,4.333333333333333,10
682,700551604,19,6,4.333333333333333,10
683,700551604,20,21,4.333333333333333,10
684,700551604,21,53,4.333333333333333,10
685,700551604,22,14,4.333333333333333,10
686,700551604,23,27,4.333333333333333,10
687,700551604,24,20,4.333333333333333,10
688,700551604,25,28,4.333333333333333,10
689,700551604,26,42,4.333333333333333,10
690,700551604,27,28,4.333333333333333,10
691,700551604,28,28,4.333333333333333,10
692,700551604,29,17,4.333333333333333,10
693,700551604,30,29,4.333333333333333,10
694,700551604,31,14,4.333333333333333,10
695,700551604,32,20,4.333333333333333,10
696,700551604,33,42,4.333333333333333,10
697,700551604,34,4,4.333333333333333,10
698,700551604,35,24,4.333333333333333,10
699,700551604,36,83,4.333333333333333,10
700,700551604,37,11,4.333333333333333,10
701,700551604,38,53,4.333333333333333,10
702,700551604,39,6,4.333333333333333,10
703,700662577,1,15,3.8125,9
704,700662577,2,26,3.8125,9
705,700662577,3,37,3.8125,9
706,700662577,4,17,3.8125,9
707,700662577,5,11,3.8125,9
708,700662577,6,27,3.8125,9
709,700662577,7,34,3.8125,9
710,700662577,8,39,3.8125,9
711,700662577,9,37,3.8125,9
712,700662577,10,20,3.8125,9
713,700662577,11,35,3.8125,9
714,700662577,12,21,3.8125,9
715,700662577,13,10,3.8125,9
716,700662577,14,32,3.8125,9
717,700662577,15,0,3.8125,9
718,701225819,1,10,4.483870967741935,10
719,701225819,2,30,4.483870967741935,10
720,701225819,3,28,4.483870967741935,10
721,701225819,4,18,4.483870967741935,10
722,701225819,5,17,4.483870967741935,10
723,701225819,6,25,4.483870967741935,10
724,701225819,7,9,4.483870967741935,10
725,701225819,8,35,4.483870967741935,10
